text,label
"Two days. That's how long they had. Two days, and they were done. https://t.co/aR09iWu0fZ Stage 3: Bravo. FREE on Ki…",0
"Nazo, sasitheni. Once you touch their Indian boy, they come to you gun blazing. But the cat will prevail.",0
"The first murder was a fake deal, got a man to meet him out in a desolate area, and beat him to death, and took his money.",1
"Major fail!! A driver up in Washington caused a section of bridge to collapse a few years ago, just… https://t.co/6imIVzrESu",0
"For more than a decade, Raymond Ho has answered calls for California’s poison emergency hotline. One that sticks ou… https://t.co/EOCx1fXR25",0
Entire Country: Storm and difficult driving conditions in Westfjord and in North and lots of roads are closed or im… https://t.co/8dIqhEwXuS,1
"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…",0
"The Polish destroyer, ORP Grom, was sunk by an HE-111 during the Norwegian campaign, 4th May 1940. Her sinking and… https://t.co/KKuJMUjdjY",1
LOOK: Dogs affected by the #TaalVolcano eruption were rescued by the group ‘Guardians of the Fur’ in Batangas. These dogs w…,1
I saw these body bags tweeted while it was still dark.… https://t.co/K8mFXhvfel,0
"Five years ago, Aitzaz Hasan Bangash gave his life as a 15 year old schoolboy, embracing a suicide bomber with his own body so…",1
"Sir, if I may this tech is quite useful in case of a bioterror attack https://t.co/pAbur3CVum",0
Thesiger Chelmsford was the viceroy of India (1916-21) during the Jallianwala Bagh massacre. Yet there is huge private…,1
"WEATHER ALERT: Severe Thunderstorm Warning including Goldsboro NC, Mount Olive NC, Elroy NC until 3:15 PM EST https://t.co/gEM9p78C2c",1
"In France, the riot police not only attack the workers on strike, they also attack those reporting and filming it. Foo…",1
"#USA: Given the vulnerabilities of #PuertoRico’s electric grid after Hurricane Maria, the EDF says there is an urge… https://t.co/eCV6xOjULQ",1
"(((LIVE))) Cervical Cancer: Bleeding after menopause is a sign of disease - Dr Kwaku Ansah -Opoku, Obstetrician &amp; G… https://t.co/cSb6Vh7pFu",0
#StormBrendan Update-8.00 Tuesday.: Significant overtopping around high tide on Monday evening led to closure of Prom. Wa…,1
"London Bridge is falling down, no need to Panic? The Finance Minister is controlling the collapse remotely!! It w… https://t.co/c2ao8qAvCH",0
?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,1
Count is 80+ Sir and surprisingly no Pak Army casualty??,0
"Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of har…",1
"There it is, on cue! Body Bags Burrow with the strike! #GeauxTigahs",0
Blizzard is pushing World of Warcraft into the future with Visions of N'Zoth update | VentureBeat… https://t.co/4UYCYNHdgc,0
So when a terrorists is meeting others about bombing a more bases he sh… https://t.co/2T49Gto2av,0
You get ready by picking your weapon of choice. I chose a lute. Of course thinking 'everything will… https://t.co/3GI3quVh5W,0
"So why aren't we going after Saudi Arabia, they killed Americans, who weren't in a war zone.",1
"""I know, I know."" Many of you have already seen Hamilton. But I finally got a chance to. Up close. On Hamilton's bi… https://t.co/J2kF57Lf41",0
Smith adds Hart to Hopkins as casualties https://t.co/QK90OSsaZd https://t.co/0iRc1lIjU2,0
"For ppl in the Ruston area, those sirens don't sound purely for tornadoes. They can be activated for: -severe t-st… https://t.co/71azaBKAyq",0
"UAE bracing up for heavy rain, hailstorm in UAE https://t.co/ktJebZ8RQl",1
"""Donato-bombed""",0
"On January 9,1992 , 10 Persons were killed and 5 others injured by Khalistani Terrorists in KupKalan in Sangrur, Punjab. #…",1
Nice. I called them out for supporting bioterrorism,0
"One month since CAA, scorecard as of now: Young India: 1 Narendra Modi: 0 The government has lost the battle over youn…",0
https://t.co/OviHLPPiHH Interesting from Jon Rappoport.,0
"1 BSF soldier killed in avalanche in Kashmir's Naugam sector, 6 other personnel rescued.",1
Wind Turbines chop up and Electric Wires electrocute millions of federally protected birds and bats annually with i… https://t.co/jzVK9gOXQK,1
"Very bad night, have to go for a blood test which has relocated to beside the entrance to psych ward I was on. Fill… https://t.co/rE8fi92Ijc",0
My truck needs a snorkel #dubai #flood #rainstorm https://t.co/FqVOu0h8nR,1
Murdoch condoned his News Of The World journalists hacking a dead teenage girl’s phone. He’s an immoral blight on… https://t.co/SpCufwthYc,0
"Hi Dave, a freight train has experienced a low speed derailment at Hitchin which is a… https://t.co/MJ1GGTcO0X",1
Tfw ur buildings on fire. https://t.co/4HAIN43TZ4,0
"No survivors on New Zealand island after volcano suddenly erupts, police say https://t.co/6kmuzUjA4I",1
This is deeply worrying news affecting a major business in the city centre of Perth. https://t.co/hEqupQPZoO,0
NYT: Experts find evidence Russians hacked Ukrainian gas company | Engadget https://t.co/1UKfLO3IQH // dans la séri… https://t.co/Y7gbe84m2J,0
Oh that's a good point. We went with a tiefling named Avanka Fire-Blight.,0
"Well, if those were Thorium Nuclear Reactors, I'd be good with that, but not uranium.… https://t.co/zZ2XEdcF7M",1
Highway closed after major train derailment in western Wisconsin. https://t.co/jUZtaDZlXk,1
"I've been getting alerts from the government emergency services app, saying that the air is hazardous to he…",1
Eight migrant children drown off Turkey https://t.co/sCr9JSB9g2,1
An electrician at Kpando in the Volta Region has been electrified whilst on his job #yennews #Topspeed #shedeybee… https://t.co/bxLYHQ7NlU,1
"Brave because?? There are 3 aspects of this sad story, the tragic suicide; social media's frenzied r… https://t.co/JeZ0oGfKX6",1
No ones homes are blowing up. It’s just a thunderstorm... chill 😂😂 🌩⛈🌧🌩⛈,1
Chinese woman quarantined in Thailand is diagnosed with same mystery virus that has killed one person and infected dozens i…,1
"I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country,… https://t.co/fqlD5zG4bv",0
"Viginia. ALERT! 💜 Gov Northam CIVIL WAR- ordering 10,000 Body Bags. Door to Door Gun Confiscation BY FORCE. Arrest… https://t.co/lIXPAjWbnm",0
Several injured as trains collide on Naples metro https://t.co/3kAYBbrlyc https://t.co/iwqr17lJBe,1
My first impression is his acting in the first episode of untamed when he fall down from that cliff. Nex… https://t.co/ZJ451eSbMg,0
Most underrated album!! Bloody outstanding!! https://t.co/NPQjObW1kv,0
"RESCUE VANS AVAILABLE Free Transportation for all affected families and areas ( Agoncillo , Talisay , Lemery , Tagaytay ) of…",1
When you hurt your younger sibling by “accident” https://t.co/DAMTEoQtZU,0
Imo burglar jumps to death from two-storey building https://t.co/qHthXylCcW,1
"Good morning, we have had a train derailed at Hitchin, so there are now delays and cancellations, really sorry for this ^D",1
-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,1
An auto accident injury can set a process in motion that can get complicated. Find out how long it takes to settle… https://t.co/GQp5tv03dF,1
photo of the ukranian plane that was shot down right before the missile collided with it https://t.co/J3FXVwtb7t,1
"""All you’ve heard since 10pm on December 12th is that 's vote collapsed because it lost its leave-voting suppo…",0
Mystery China pneumonia outbreak likely caused by new human coronavirus https://t.co/KwIodrEkHm,1
Aftershock forecast for Puerto Rico,0
Do English schools teach Irish or Scottish history. Under Cromwell raped &amp; killed hundreds of thousands of Irish. England…,1
"It is unimaginable to have 174 people gone in one ""accident."" How could anyone point a surface to air missile at a… https://t.co/7Abwo7HXuz",0
"Wildfire Rips Along South Korea's Eastern Coast, Prompting National Emergency https://t.co/dnhqAV70ym",1
#pt: Opposition photojournalist seen reacting to #Rashideen bombing (L) then rescuing injured children (R) fr…,0
Derailed in the depot! Oops!,1
If 1 fire (4 buildings) knocks out to power to thousands what would a purposeful attack on the power grid do? Maybe… https://t.co/u8BWaYrDZw,1
A26 north of earwig corner lewes rtc reported road blocked bothways emergency services on scene … https://t.co/wXPYitrFsO,1
"Severe Thunderstorm Warning for DAMAGING WINDS, HEAVY RAINFALL and LARGE HAILSTONES For people in parts of Goldfie… https://t.co/btIQDxwGOl",1
the only things that aren’t under that handle are prob just like. snapchat or my blizzard acct. i like my brand!,0
plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailme… https://t.co/vDDetiHYoR,1
Storm Brendan: Thousands without power as storm brings 'violent winds' https://t.co/RJbXsgBvl5,1
A 21-year-old British tourist was killed over the weekend after falling off a cliff in Australia while taking a selfie. S…,1
"In the wake of Hurricane Harvey, grew its volunteer base from 8 to over 83,000 to rebuild Houston -- u… https://t.co/Q5KCyXoYIq",1
LaBeouf You counter to the dark woods (Shia suprise) there's blood on Hope! You move stealthily toward,0
"Blazing heat, unstable footing... These types of conditions stifle lesser men. But terrain is meaningless to me. St… https://t.co/2E0Nx0MEaz",0
At least fifty-seven people have been reported dead in an avalanche in Neelum Valley. The operation to rescue other… https://t.co/RBp0M0KQ3C,1
Imagine being so stupid you think bush fires are the same as house fires 🔥,0
About managing Mother Nature and taking Responsibility to prohibit unnecessary uncontrollable bush fires. It´s Natu… https://t.co/3km6ceVJrQ,0
This is the winch Britain used to massacre millions of BIAFRANS between 1967 to 1970. Britain is the machinery and Gowon is…,1
163th day of curfew and lockdown in occupied Kashmir #KashmirBleeds #KashmirStillUnderCurfew #KashmirWantsFreedom https://t.co/rXaaJjqs3S,1
This thunderstorm is amazing rn 🥴,1
You use unblocking spells to keep your horse running when it gets attacked.,0
Piers Morgan Annihilated With Simple Logic https://t.co/rClWbc7F9l,0
"“If all else perished, and he remained, I should still continue to be; and if all else remained, and he were annihilated,…",0
"Oh, you don't know The Man? He's everywhere. In the White House, down the hall, MISS MULLINS, she's… https://t.co/HjjP5YxlhT",0
#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from… https://t.co/WwYgBEupzJ,1
"I'm going to add false colour to a virus image and scream ""it's coming to get you"" at people and begin my reign of bioterror wh…",0
Does your housing stock include tall buildings? Find out what the external wall fire review means for you in this a… https://t.co/BYUqY49dsr,0
"Woman with new coronavirus quarantined in Thailand, 1st case outside China https://t.co/aCRPcTVwPx https://t.co/88b9IBcgFW",1
Imagine supporting Biden Fucking Biden The little girl… https://t.co/kziJbCoZAL,0
92740768 :Battle ID I need backup! Lvl 120 Grimnir https://t.co/cYTbZTCvJg,0
Another film nominated for Best Documentary feature #ForSama about the harrowing realities of the Syrian conflict — hospita…,0
Or body bags!,0
"Two of the most recent studies say there are between 52,000 and 54,000 bushfires in Australia every year. Of…",0
Emergency crews are responding to an unspecified incident at the Pickering plant. No abnormal radiation reported. https:/…,1
"The lake volcano, already spewing thick layers of ash onto Manila, could violently erupt within “hours or days”, prompti…",1
Yang simply chuckles a little as she stares at the flustered fusion. She found Kefla to be even cuter while being… https://t.co/ypgAO2RQLl,0
"Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of… https://t.co/6YAj9uh9Yb",1
รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,0
‘Chemical incident’ at swimming pool sparks huge emergency response https://t.co/6laPjkBnt8,1
And so it begins. The EU want to completely eradicate independent nations. They're working towards a European superstate.…,0
The village of Iresaadu was thrown into pandemonium in the early hours of today when it was realized that a 16 year… https://t.co/KIkRE6uB5Z,1
"The defenseless people were being attacked &amp;shot from all sides by security forces &amp;plainclothes agents. Suddenly, three bul…",0
Minnesota niggas will record a video during a blizzard saying “Drive Safe Y’all” while driving 75 miles per hour blasting NB…,0
#AlShabaab fighters attack #Kenya military base at #Qoqani village in #Somalia's Lower Jubba region overnight. Fierce exchan…,1
Puerto Rico hit by another 5.9 magnitude aftershock - KYMA https://t.co/vRAdkSZaLn,1
VAMPIRIS “An awesome vampire thriller with bite!” https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #va…,0
So what happened to Australian bush fires? Or the tens of thousands of people displaced in the Philippines due to a… https://t.co/QNj5IFoozz,1
# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,0
Boudreaux loses his crawfish farm to the Gulf Oil Spill. Take a peek inside to see how he gets revenge #thriller… https://t.co/FA7rlXuOaH,1
"for Kiana, another victim in the crashed airplane https://t.co/dIT0dZK03s",1
"Watch: An enormous sinkhole swallowed a bus and pedestrians in northwest China, sparking an explosion, killing six… https://t.co/YFQ2JYZrgC",1
"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/FTkVYJSZnL",1
65RT↑270♡↑ Thanks!,0
You ever accidentally send a snap to an Internet personality and have a heart attack 😰😂,0
All the apples that have perished in the name of a adderall pill. It makes me want to cry. It makes me want to curs… https://t.co/aeWJnrzC7B,0
"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posing in fr…",0
We are not burning. We are just concerned about our mothers daughters and sisters who… https://t.co/58wNcO8D5k,0
One of the hardest-hit areas of he severe thunderstorm that raked across the Delta Saturday morning was the town of… https://t.co/gLpJa4q9i6,1
Poor visibility in #Vellore leads to chain collision of vehicles https://t.co/l6N51b6802,1
Prayers for you all. This will be America if a DemocRat gets elected with the help of B… https://t.co/TVgMXYoPwV,0
"Tornado, storms strike North and South Carolina https://t.co/fxhJhCFBhU",1
RAW is responsible for bombing in Pakistan. Since the capture of K… https://t.co/0fb8DVVUrF,1
"When Orientalism, Islamophobia, and anti-#Iran sentiment are used to attack people across the political aisle (this was retweet…",0
NWS Alert&gt; A Thunderstorm with Heavy Rain will Affect Central Pasquotank. Perquimans NE Bertie SE Hertford &amp; Chowan… https://t.co/KvQC6vscIW,1
Chinese woman with mystery virus quarantined in Thailand https://t.co/iPVqSPGdXk,1
France agrees to send more troops to West Africa to fight terrorism https://t.co/FoGctmyS2j,1
"I want to get my pussy eaten but I'm on my period, who is freaky enough to get bloody?",0
Mystery China Pneumonia Outbreak Likely Caused by New Human Coronavirus via https://t.co/39fdojda7Y,1
#TheReal911Report #TheSleeperHasAwakened This video combines two clips of the South Tower collapse that most of you hav…,0
Arrestaties in Iran in verband met crash Boeing https://t.co/FkfMJyCILs,1
"Australia’s government called bushfire damage to wildlife an ""ecological disaster."" The military is clearing up scores of dead…",0
The only one who can sense in a moment if his Naira is in danger though it was nothing that could cause an extreme casualty b…,0
Hikers doing their best to outdrive a forest fire https://t.co/n3YlQfMGYz,1
# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,0
"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen to f…",0
"The Australian bush fires have been and continue to be devastating. We, like many others, feel we have a responsibility t…",1
"For the first time in new state Telangana, CURFEW was imposed in #Bhainsa town and Internet shut down after peacefuls atta…",1
[MEDIA] Cosmopolitan Philippines () wrote an article about Taehyung sending his own prayers for those affected in…,0
"For the past several months, after imposing a curfew in Kashmir and killing innocent Kashmiris, I have neither symp… https://t.co/NFCtspD6nN",1
guys sa taal island lang yung mga confirmed dead.. (which is predictable since nasa main place sila ng volcano) but the…,1
#ThisIsNotJournalism The Coalition Govt Government buried climate risk action plan produced 18 months ago. It fai… https://t.co/Ovmloubiwe,0
Does the push for mass vaccination point toward a staged bioterror event? https://t.co/Igw0jPawHx via Report,0
"Another arson in Njikom,Boyo,NWR. The ambazombies yesterday 13/1/2020 set ablaze the Council building. Which country in the wo…",1
Iran launched missiles at a passenger jet. Iran killed 176 innocent civilians. Iran is to blame. Iran should be condemne…,1
Tbh I have no Idea what a Chamoru looks like. I've seen some of the whitest to some that are very dar… https://t.co/CyN87lV1Yg,0
"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…",0
New research from New York University shows that pesticides and flame retardants may pose a growing threat to a child's IQ…,1
sent an emergency alert at 7pm requesting support after receiving word the sheriff is on the way to evict…,1
Driver of stolen tractor trailer killed when truck crashed into a car &amp; then another at Eglinton/Mavis in Mississauga. Other…,1
"[BREAKING] - ER24, Life Healthcare and WC Metro Services, are on scene of a mass casualty incident in Wetton in the Western Ca…",1
"Classic link on Today just now: oceans are heating, we must make rapid emissions cuts starting today or face catastrop…",0
"4-32-1 Pandémie,apocalypse now... #soupir https://t.co/wSQRcHgdHb",0
"72 hours later, the whereabouts of any of the supposedly freed students haven't been revealed. None of the families… https://t.co/MV569iGxrG",1
Update at 18:15 Tuesday to do list - Sleep in ☑️ Drink coffee ☑️ Walk to the dog beach ☑️ Flat tyre ☑️ Walk to an… https://t.co/PBnxaM0hfT,0
Is that so❓ That's too bad.🙀 Australia has many forest fires.🔥 I´m concerned about firefighters too.🚒👨‍🚒,1
"10 including 4 army soldiers, one BSF constable killed in #avalanches in #Kashmir https://t.co/00u3Qm1UCS #avalanche",1
"shhh, we'll get attacked for wanting dontent (doyoung content) 😔",0
"OK SO WTF OUR TWO DOGS ARE BARKING AT SOMETHING AND NO ONE'S THERE SKSKSKKS IM SCARED AND ALSO IM ALONE HERE,, IM PANICKING NOW",1
Turns our Jessica Yaniv isn't very ladylike after all. https://t.co/GT0HN8NXpJ,0
"NWSSevereTstorm Severe Thunderstorm Warning including Vineland NJ, Glassboro NJ, Lindenwold NJ until 7:30 AM EST https://t.co/xkY1OuW5ni",1
My friend (an army) just lost her father in an accident and her mom right now is still unconscious. Please pray for her mo…,1
But... The airplane accident...,1
Many Canadians are giddy at the prospect that a nuclear reactor incident could inject some razzle dazzle into their spr…,1
Wuhan pneumonia outbreak: Mystery illness 'caused by coronavirus' - BBC News https://t.co/cKUjrmJBlD https://t.co/FvdGR…,1
Fall in love... fall off a cliff... it’s all the same to me.,0
The yellow/green liquid is probably pepper spray. It's acidic which is causing the ch… https://t.co/AOC81aMBxC,0
If needed you might like to refer to work on plant health,0
"Hi Lisa, I'm very sorry about this, a freight train has experienced a low speed derailment at Hitchin… https://t.co/LvGosPsrUj",1
"Never-before-seen virus in China outbreak kills one, spreads to Thailand (via #Science News) https://t.co/BcAejbmXzA",1
😭😭😭😭 When your dad comes home from a suicide bombing http://t.co/gmRIMez4vc,1
"#GunFreeZones 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be ask… https://t.co/mmKWWbZhj7",0
How can you turn a blind eye to the icident of setting ablaze more than 50 houses of H… https://t.co/UD84oQxg9K,1
Wait this blew up afsgsgsg te amo?? Wow https://t.co/wbYwktlVT9,0
sometimes i want dio to fucking eviscerate me and then make sweet sweet love to my open festering wounds as I lay b… https://t.co/5hx5MXpDS8,0
"Jackson couldn’t sleep. He grabbed a coat before running out the door, had his messenger bag slung across his body… https://t.co/zdoPvLOLiz",0
Fears grow volcanic eruption could trigger tsunami in the Philippines https://t.co/3UBRPjAKeK https://t.co/a29Sd729zO,1
"Zulaikha's son, an ambulance driver in Faryab, was killed 6 years ago in a suicide attack. She still goes to his workp…",1
"Climate change is now the #1 cause of arson. Or perhaps arson is the #1 cause of #ClimateChange Whatever it is, the sol…",0
US military base in Iraq a few days after Iran missile attack #Iranattack https://t.co/x2Q8QiXKVc via,1
"Some of the reported suicides by police officials in Pakistan: In 2018, Ahmed, a 23yo officer in Lahore, committed… https://t.co/yjKqxuelvT",1
More appearances of the man with the upside-down face. A New Year’s Eve party at an Air Force base in 1943 where a man…,0
https://t.co/7xrl54HPXO 2:42 Onision lied over the phone saying he doesn't own any weapons when he is in…,1
Remember when an army used google translate to ask “are you excited to go to korea?” But it messed up and said “Are you horn…,0
Train derailment causes pileup in Dunn County https://t.co/P0iKOyBFAP,1
Does the push for vaccination point to a staged bioterror event? https://t.co/WWvKQkY1O2,0
Here’s Ilhan Omar giggling &amp; joking around with fellow Muslim Rashida Tlaib while a solemn &amp; respectful update on U.S. C…,0
a high IQ play would be being bearish $BTC for January 2020 should fall off a cliff soon https://t.co/v7SClFdWRc,0
What -- who is this person -- Cory saves people from burning buildings and shovels the snow of his constit… https://t.co/3BpioRHGLT,0
Taal Volcano Eruption Lightning streak. https://t.co/57mNPt6XR3,1
#Pompfession2489 This one time in first year me and my mate went on a walk down the beach whilst stoned at 4am and… https://t.co/hfz53xgDJn,1
"Cudgewa in the epicentre of the fires near Corryong, all pasture paddocks burnt , houses burnt , stock losses , cat… https://t.co/Q7Tcsn6jyR",1
In my opinion it should definitely be marketed as a premium… https://t.co/y4TVR89Hqy,0
"Impeach Trump 11 people, including 2 first responders, died today as a… https://t.co/StOQGKp947",1
You know what My ascendant feels personally attacked,0
"DEV - Severe Thunderstorm Warning until 1/11 10:15AM CST for Newton, Smith, Jasper, Covington, Scott https://t.co/2Pqr8RMznf",1
Can the year 9’s from who are part of my cohort “navigate” themselves as an injured &amp;… https://t.co/jrci7YAb7H,0
"An explosion hit a petrochemical plant in Zhuhai, south China's Guangdong Province, on Tuesday. No casualties were reported…",1
Train derailed North Hitchin and now there is no service at all stopping here. However services are running to London passing…,1
I’ve yet to see condemnation from of these banners and video of the organiser of thi…,0
"⠀ ❛ it’s 𝒋𝒊𝒍𝒍 𝒗𝒂𝒍𝒆𝒏𝒕𝒊𝒏𝒆. i didn’t say it sooner, but that’s my name. i work for the BSAA, fending off against… https://t.co/YX2oD7xqrH",0
"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/Akd15yy0Yj",1
Did the other earthquake/aftershock mess up the power again?!,0
Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delib… https://t.co/FJGaGEnSir,1
Clinton apologies for the US government using radiation weapons on US ci... https://t.co/ADpgepxktS via,1
I just hope these POLITICIANS are not using the current catastrophe of #Philippines just for the sake of their good… https://t.co/wuURsYULXc,0
It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1
Genocide and war crimes continue in the Southern #Cameroons. #Food reserves and crops #destroyed by France and French Ca…,1
#Sentinel2 2020-01-13 Sistan and Baluchestan #Iran Heavy rains generate floods in Chabahar County bands 8/4/3 Data …,1
"Hi Kevin, I'm very sorry about this. A freight train has derailed which is causing some delays to ser… https://t.co/KmY2TZEKza",1
CONFIRMED: NZDF will be part of US militarisation of space - already war planning exercises underway in Alabama. More we…,1
"Wait so a Saudi killed Americans on American soil, and they focused on bombing Iran’s leader?",0
Kakuryu is in serious trouble. 😢,1
That's mere 5 pints of blood lol...,0
12F22C99 :Battle ID I need backup! Lvl 120 Metatron https://t.co/iXgheRTRP4,0
They already exposed what Iran did by stating Iran shot down that plane. T… https://t.co/HlkEmWHA39,0
"Report recieved of a 9 vehicle RTC on M66 between jct 2 and 3, No reports of any injuries, but 2 lanes blocked …",1
"Total of almost 8 hours at the hospital early this morning, with the died phone's battery, freezing temperature, no… https://t.co/wdQARxta2u",1
CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.… https://t.co/uy2YYAqeAr,1
"That’s a load of rubbish, there was never an imminent threat, Jesus Christ!!!Iran sho… https://t.co/C815DfZF7C",0
Here at the EU a gaggle of MEPs are debating the Australian bush fires It’s as sparsely populated as the Outback in her…,0
"Hi there, I'm very sorry to hear this, we are running a reduced service at the moment due to the freight train derail…",1
"retweet 👇 ...to fix a problem, deal with the root of the problem Marine Le Pen: ""Macron tells us that we are fight… https://t.co/Z5Ra2zfY3H",0
"I’m sure that whoever our next Democratic President is, he or she, will appoint you in a position of le… https://t.co/CEcCxlSGi9",0
Spent mixed oxide fuel has been removed from a reactor at a nuclear power plant in western Japan in the first such operat…,1
There was a loud bang earlier today in ngei 1 estate...sounded like a transformer exploding follow… https://t.co/ntruM5jPj7,1
